,Rk,NAME,Pos,Age,TEAM_Regular,GP_Regular,MPG_Regular,FG,FGA,FG%,3P,3PA_Regular,3P%_Regular,2P,2PA_Regular,2P%_Regular,eFG%_Regular,FT,FTA_Regular,FT%_Regular,ORB,RPG_Regular,TRB,APG_Regular,SPG_Regular,BPG_Regular,TPG_Regular,PF,PPG_Regular,RANK,TEAM_Playoffs,POS,AGE,GP_Playoffs,MPG_Playoffs,USG%,TO%,FTA_Playoffs,FT%_Playoffs,2PA_Playoffs,2P%_Playoffs,3PA_Playoffs,3P%_Playoffs,eFG%_Playoffs,TS%,PPG_Playoffs,RPG_Playoffs,APG_Playoffs,SPG_Playoffs,BPG_Playoffs,TPG_Playoffs,P+R,P+A,P+R+A,VI,ORtg,DRtg
185,522,Franz Wagner,SF,22,ORL,72,32.5,7.3,15.2,0.482,1.3,4.6,0.281,6.0,10.6,0.57,0.525,3.8,4.4,0.85,1.0,4.3,5.3,3.7,1.1,0.4,1.9,2.3,19.7,25,Orl,F,22.8,7,37.1,22.2,8.0,44,0.886,69,0.478,34,0.265,0.451,0.539,18.9,6.9,4.4,0.7,1.3,1.3,25.7,23.3,30.1,9.0,118.7,106.3
186,523,Moritz Wagner,C,26,ORL,80,17.7,4.2,6.9,0.601,0.5,1.4,0.33,3.7,5.5,0.673,0.636,2.1,2.6,0.814,1.5,2.9,4.3,1.2,0.5,0.3,1.2,2.0,10.9,101,Orl,F-C,27.1,7,15.0,21.5,18.1,17,0.588,27,0.519,9,0.222,0.472,0.506,6.3,4.4,0.3,0.9,0.4,1.1,10.7,6.6,11.0,5.4,97.7,89.2
187,526,Jarace Walker,PF,20,IND,33,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.7,1.7,0.418,0.509,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,185,Ind,F,20.8,9,3.4,25.4,36.8,3,0.667,7,0.429,3,0.0,0.3,0.353,0.9,0.4,0.4,0.2,0.1,0.7,1.3,1.3,1.8,6.2,0.0,0.0
188,528,Cason Wallace,SG,20,OKC,82,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,125,Okc,G,20.6,10,19.8,10.6,8.8,2,0.5,13,0.538,28,0.321,0.5,0.501,4.2,1.3,1.0,0.9,0.2,0.4,5.5,5.2,6.5,3.6,108.0,111.5
189,529,Jordan Walsh,SF,19,BOS,9,9.2,0.7,1.7,0.4,0.2,1.0,0.222,0.4,0.7,0.667,0.467,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7,184,Bos,G,20.3,2,3.0,7.9,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.0,0.0
190,530,T.J. Warren,SF,30,MIN,11,11.4,1.6,3.7,0.439,0.2,1.2,0.154,1.5,2.5,0.571,0.463,0.3,0.4,0.75,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,212,Min,F,30.8,3,3.8,8.1,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,1.0,0.3,1.3,0.0,0.0,0.0
191,531,P.J. Washington,PF,25,TOT,73,30.4,4.8,11.1,0.436,1.8,5.7,0.32,3.0,5.5,0.558,0.518,1.4,2.0,0.683,1.2,4.5,5.6,1.9,1.0,0.8,1.3,2.3,12.9,52,Dal,F,25.8,20,36.8,16.8,10.4,55,0.709,96,0.531,127,0.354,0.531,0.558,13.8,6.9,1.4,0.8,0.8,1.3,20.7,15.2,22.1,5.6,110.8,109.9
192,534,Lindy Waters III,SG,26,OKC,38,7.4,1.3,2.7,0.471,1.0,2.2,0.435,0.3,0.5,0.632,0.649,0.1,0.1,1.0,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6,3.6,201,Okc,F,26.9,3,2.8,5.4,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
193,536,Peyton Watson,SF,21,DEN,80,18.6,2.6,5.6,0.465,0.6,1.9,0.296,2.0,3.7,0.553,0.516,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,161,Den,G,21.8,10,9.0,15.1,11.0,6,0.5,12,0.25,12,0.25,0.313,0.338,1.8,1.5,0.4,0.0,0.6,0.3,3.3,2.2,3.7,4.6,75.9,107.7
194,539,Russell Westbrook,PG,35,LAC,68,22.5,4.4,9.8,0.454,0.6,2.3,0.273,3.8,7.5,0.509,0.486,1.6,2.4,0.688,1.4,3.7,5.0,4.5,1.1,0.3,2.1,1.8,11.1,97,Lac,G,35.6,6,19.0,26.3,16.6,13,0.615,33,0.273,17,0.235,0.3,0.341,6.3,4.2,1.7,1.2,0.5,1.7,10.5,8.0,12.2,7.5,75.3,105.9
195,541,Derrick White,SG,29,BOS,73,32.6,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,2.1,15.2,31,Bos,G,29.9,17,35.7,19.4,5.9,36,0.917,78,0.564,145,0.407,0.594,0.624,17.5,4.1,4.4,0.9,1.3,0.8,21.6,21.9,26.0,7.6,132.7,108.6
196,544,Aaron Wiggins,SG,25,OKC,78,15.7,2.7,4.8,0.562,0.8,1.6,0.492,1.9,3.2,0.598,0.645,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,102,Okc,G,25.4,10,15.7,17.7,16.0,11,0.909,27,0.63,20,0.3,0.553,0.598,6.2,3.2,1.0,0.6,0.3,0.9,9.4,7.2,10.4,6.9,113.8,110.1
197,550,Jalen Williams,PF,22,OKC,71,31.3,7.5,14.0,0.54,1.5,3.4,0.427,6.1,10.6,0.576,0.592,2.5,3.1,0.814,0.5,3.5,4.0,4.5,1.1,0.6,1.7,2.5,19.1,27,Okc,F,23.2,10,37.7,23.1,10.6,27,0.815,121,0.496,39,0.385,0.516,0.544,18.7,6.8,5.4,1.7,0.5,1.9,25.5,24.1,30.9,9.4,112.7,109.3
198,551,Jaylin Williams,C,21,OKC,69,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.6,1.2,0.5,0.533,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0,121,Okc,F,22.0,10,12.7,13.6,8.3,4,0.75,11,0.636,22,0.409,0.621,0.633,4.4,3.2,1.5,0.4,0.3,0.3,7.6,5.9,9.1,8.7,132.4,104.0
199,553,Kenrich Williams,PF,29,OKC,69,14.9,1.9,4.1,0.468,0.8,2.0,0.397,1.1,2.0,0.54,0.568,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,1.5,4.7,190,Okc,G-F,29.5,7,4.5,11.6,0.0,0,0.0,3,0.667,5,0.0,0.25,0.25,0.6,1.1,0.4,0.1,0.0,0.0,1.7,1.0,2.1,5.7,81.5,103.0
200,567,Delon Wright,PG,31,TOT,47,15.8,1.6,4.0,0.394,0.5,1.4,0.368,1.0,2.6,0.408,0.46,0.8,1.0,0.822,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.5,87,Mia,G,32.1,4,26.8,9.5,0.0,2,1.0,10,0.6,10,0.6,0.75,0.766,8.0,3.0,1.8,1.0,0.3,0.0,11.0,9.8,12.8,5.2,160.8,111.1
201,568,Thaddeus Young,PF,35,TOT,33,13.3,2.0,3.3,0.602,0.0,0.2,0.143,1.9,3.1,0.634,0.606,0.2,0.5,0.4,1.4,1.7,3.1,1.7,0.7,0.2,0.5,1.5,4.2,211,Pho,F,36.0,1,3.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,572,Ivica Zubac,C,26,LAC,68,26.4,5.0,7.6,0.649,0.0,0.0,0.0,5.0,7.6,0.649,0.649,1.8,2.4,0.723,2.9,6.3,9.2,1.4,0.3,1.2,1.2,2.6,11.7,38,Lac,C,27.2,6,32.0,20.6,10.2,20,0.65,70,0.6,0,0.0,0.6,0.615,16.2,9.3,1.0,0.8,0.5,1.3,25.5,17.2,26.5,6.7,121.1,105.6
